cnpj_basico;cnpj_ordem;cnpj_dv;identificador_matriz_filial;nome_fantasia;situacao_cadastral;data_situacao_cadastral;motivo_situacao_cadastral;nome_cidade_exterior;pais;data_inicio_atividade;cnae_fiscal_principal;cnae_fiscal_secundaria;tipo_logradouro;logradouro;numero;complemento;bairro;cep;uf;municipio;ddd_1;telefone_1;ddd_2;telefone_2;ddd_fax;fax;correio_eletronico;situacao_especial;data_situacao_especial
62404430;0001;26;1;RESIDERE CONSTRUTORA;02;20250826;00;;;2025-08-26;4120400;5229002,7739099;AVENIDA;JURACY MAGALHAES;3340;SALA  1104/05             BLOCO A;FELICIA;45055902;BA;3965;77;88445492;;;;;CEMA.GAMA@HOTMAIL.COM;;
62417102;0001;64;1;CAIEIRAS BEACH VILLAGE;02;20250826;00;;;2025-08-26;4110700;;AVENIDA;DOM JOAO VI;001608;EDIF  MASTER CENTER       SALA  206;BROTAS;40285001;BA;3849;71;81416402;;;;;ZORUCKINCORPORADORA@GMAIL.COM;;
62421140;0001;90;1;RAG CONSTRUTORA;02;20250827;00;;;2025-08-27;4120400;1622699,2330301,2511000,2512800,2542000,3321000,4212000,4213800,4221901,4222701,4291000,4292801,4292802,4299501,4311802,4313400,4321500,4322301,4322302,4322303,4329103,4329104,4330401,4330402,4330403,4330404,4330405,4330499,4399101,4399102,7111100,7112000;AVENIDA;CLEMENTE GOMES;1017;;BARAUNAS - SEDE;46115646;BA;3391;77;99413961;;;;;RAG.CONSTRUTORA@OUTLOOK.COM;;
62436916;0001;46;1;TERRENOS BARATOS LOTEADORA LTDA - SCP;02;20250819;00;;;2025-08-19;4110700;;RUA;SANTOS;241;;CASEB;44052046;BA;3515;75;73661165;;;;;TERRENO.BARATOFSA@GMAIL.COM;;
62467422;0001;29;1;SC INCORPORADORA;02;20250829;00;;;2025-08-29;4110700;6810202,6822600;AVENIDA;GUARATINGA;180;;CENTRO;45848000;BA;3279;73;81049749;;;;;ADM@MARKFRUTAS.COM.BR;;
62471858;0001;91;1;JLE CONSTRUCOES;02;20250829;00;;;2025-08-29;4120400;2539002,3600602,3701100,3811400,4212000,4213800,4221902,4221903,4222701,4292801,4292802,4299501,4299599,4311802,4312600,4313400,4321500,4322301,4322302,4329104;COMUNIDADE;POV RUA NOVA;35;      COMERCIO;CENTRO;48790000;BA;3937;11;86905576;;;;;ELIANE.EDU@OUTLOOK.COM;;
62498541;0001;49;1;;02;20250901;00;;;2025-09-01;4110700;6810201,6810202;AVENIDA;TANCREDO NEVES;001189;EDIF  GUIMARAES TRADE     SALA  1603;CAMINHO DAS ARVORES;41820021;BA;3849;11;37741242;;;;;FISCAL@QPC.COM.BR;;
62556277;0001;52;1;EMPREENDIMENTO ROSA DO MAR;02;20250904;00;;;2025-09-04;4120400;4110700,6810201,6810202;AVENIDA;LUIS VIANA FILHO;001773;      EDIF EMPRESARIAL          PARALELA SHOPPING         SALA 50;SABOEIRO;41180000;BA;3849;71;39012573;71;32318071;71;39012573;FISCAL@HOLDINGCONTABILIDADE.COM.BR;;
62602414;0001;48;1;RT CONSTRUCOES;02;20250908;00;;;2025-09-08;4120400;;AVENIDA;JORGE TEIXEIRA;68;SALA  406                 EDIF  CENTRO EMP PREMIER;CANDEIAS;45028050;BA;3965;77;32025914;;;;;PRATICACONTABILIDADE01@GMAIL.COM;;
62604767;0001;87;1;3M EMPREENDIMENTOS;02;20250908;00;;;2025-09-08;4120400;;PRACA;CAPITAO FRANCISCO DE SOUZA MEIRA;164;SALA  14;CENTRO;46100155;BA;3391;84;81214521;;;;;TRESMARIASCONSTRUTORA17@GMAIL.COM;;
62625699;0001;32;1;;02;20250909;00;;;2025-09-09;4120400;4110700;RUA;CORONEL ALMERINDO REHEM;000126;      EDIF EMPRESARIAL          COSTA ANDRADE SALA        710;CAMINHO DAS ARVORES;41820768;BA;3849;71;33417001;;;;;RAFAEL@AZINUNES.COM.BR;;
62731725;0001;07;1;CONSORCIO FALCAO-GLOBO;02;20250915;00;;;2025-09-15;4120400;;AVENIDA;ANITA GARIBALDI;1815;EDIF  CENTRO MEDICO E           EMPRESARIAL         SALA  105;ONDINA;40170130;BA;3849;71;33284444;;;;;SECRETARIA@FALCAOCONSTRUTORA.COM.BR;;
62753432;0001;20;1;;02;20250710;00;;;2025-07-10;4110700;;AVENIDA;AZIZ MARON;1117;LOJA  06;JARDIM VITORIA;45605470;BA;3597;73;36172557;;;;;PACHECOCONT@GMAIL.COM;;
62771778;0001;51;1;LEAO MATOS REFORMAS E CONSTRUCOES;02;20250917;00;;;2025-09-17;4120400;3701100,3702900,4211101,4211102,4213800,4221901,4221902,4222701,4222702,4223500,4291000,4292801,4292802,4299599,4311801,4311802,4312600,4313400,4319300;RUA;FONTE NOVA;190;;TANCREDO NEVES III;48611254;BA;3781;75;88158449;75;32810762;75;32810762;SACONTABILIDADE.PA@GMAIL.COM;;
62824001;0001;08;1;BRA EMPREENDIMENTOS E CONSTRUCOES;02;20250922;00;;;2025-09-22;4120400;3811400,4213800,4221902,4292801,4313400,4330499,4399104,4924800,7112000,7711000,7732201,7912100,8122200,8129000,8130300;RUA;ANTONIO COELHO;S/N;GALPAO;ELISEU LEAL;45450000;BA;3523;73;99738018;;;;;ADRIANAVIEIRA.ENG@GMAIL.COM;;
62838922;0001;20;1;BISPO CONSTRUCOES;02;20250922;00;;;2025-09-22;4120400;3812200,4211101,4213800,4222701,4313400,4322301,4329104,4399104,7490105,7711000,7719599,7732201,7739002,7739003,8129000,8130300,8219999;VILA;JABOTICABA;25;TERREORUA JOSE CARNEIRO;ZONA RURAL;44713899;BA;3025;71;96967482;;;;;ANABIO.BISPO@ICLOUD.COM;;
62869718;0001;76;1;;02;20250924;00;;;2025-09-24;4120400;4211102,4311802,4313400,4321500,4322301,4330403,4330499,8211300;RUA;LUIS GUIMARAES;17;;EGITO;46972300;BA;3967;13;97328709;;;;;ROBELIO.SANTOS@HOTMAIL.COM;;
62724357;0001;70;1;ALL REAL STATE;02;20250915;00;;;2025-09-15;4120400;6810201;RUA;D;139;;MANGABEIRA;44056012;BA;3515;75;92318705;;;;;FISCAL@FENIXCONT.COM;;
62938300;0001;73;1;BAMG CONSTRUTORA;02;20250929;00;;;2025-09-29;4120400;4110700,4292801,4299501,4330404,4330405,4330499,4399102,4399103,4399199,6810201;AVENIDA;JURACY MAGALHAES;3340;LETRA A                   EDIF  MULTIPLACE CONQ SUL SALA  1210;FELICIA;45055902;BA;3965;71;93070240;;;;;GRRGAMA22@GMAIL.COM;;
62997938;0001;85;1;SCP GREEN HOME;02;20250918;00;;;2025-09-18;4110700;4120400;RUA;JOAO CHAGAS ORTINS DE FREITAS;577;EDIF  MAIS EMPRESARIAL    SALA  1315;BURAQUINHO;42710610;BA;3685;71;31216002;;;;;CONTATO@DENAREAZLIZACOES.COM;;
63060899;0001;58;1;MODO OBRA SERVICOS ESPECIALIZADOS E INSTALACOES;02;20251006;00;;;2025-10-06;4120400;4321500,4322301,4330499,4399199,7112000;AVENIDA;TANCREDO NEVES;001632;      EDIF SALVADOR TRADE       CENTER TORRE SUL          SALA SALA 0505;CAMINHO DAS ARVORES;41820020;BA;3849;71;93146768;;;;;CLIENTESMENDES2023@GMAIL.COM;;
63063569;0001;16;1;IVR SONDAGENS;02;20251006;00;;;2025-10-06;4120400;4312600,4391600,7119702,7732201;AVENIDA;ITAJUIPE;403;ANDAR 1;SANTO ANTONIO;45602380;BA;3597;73;88081058;;;;;SOARESFILHO.CONTABILIDADE@GMAIL.COM;;
63080373;0001;30;1;;02;20251007;00;;105;2025-10-07;4120400;4110700,4299501,6810201,6810203,7112000;RUA;SAO SEBASTIAO;210;;SANTA MÔNICA;44077748;BA;3515;75;36234488;0000;00000000;;;JURIDICO@ASFICOL.COM;;
63126850;0001;50;1;AZ CONSTRUCOES;02;20251009;00;;;2025-10-09;4120400;4211102,4212000,4213800,4313400,4321500,4322301,4330401,4391600,4399101,4399103,7732201,7732202;ESTRADA VELHA;CONCEICAO DO JACUIPE / CORACAO DE MARIA;S/N;SALA;ZONA RURAL;44245000;BA;3469;71;99100131;;;;;VICTOR@SETEL.COM.BR;;
53940260;0002;94;2;LAUT;02;20251013;00;;;2025-10-13;4110700;;RUA;HAECKEL JOSE DE ALMEIDA;55;;PIATA;41651125;BA;3849;;;;;;;;;
63162783;0001;20;1;IBIS HOTEL;02;20251013;00;;;2025-10-13;4120400;4110700,4399101,4399103,5510801,6810201,6810202,7112000;RODOVIA;BR 407;5318;;DISTRITO INDUSTRIAL;48909901;BA;3669;87;81392630;;;;;CONTABILIDADE@VALENORTE.COM;;
63210318;0001;17;1;HELO EMPREENDIMENTOS;02;20251015;00;;;2025-10-15;4120400;4330402,4330404,4399101,4399103,4399199,6810201;COMUNIDADE;PALMEIRA  REGIAO DO SEGREDO;SN;;ZONA RURAL;45266899;BA;3803;77;81426764;;;;;GCCONTABILIDADE2019@GMAIL.COM;;
63238340;0001;75;1;;02;20251017;00;;;2025-10-17;4110700;4120400,6810201,6810202,6810203,6821801,6822600;RUA;CEL OLIMPIO CAMPINHO;5;;QUADRA 04;47200000;BA;3821;74;99508475;;;;;3AINCORPORADORARSO@GMAIL.COM;;
63291609;0001;87;1;LOAB CONSTRUCOES;02;20251021;00;;;2025-10-21;4120400;;RUA;ALCEU AMOROSO LIMA;000314;EDIF  ANTARES EMPRESARIAL SALA  504;CAMINHO DAS ARVORES;41820770;BA;3849;71;41201234;;;;;LOAB@GMAIL.COM;;
63293074;0001;83;1;VH TRANSPORTES E LOCACOES;02;20251021;00;;;2025-10-21;4120400;3702900,4211101,4213800,4221903,4222701,4291000,4311802,4313400,4330404,4330499,4391600,4399199,4923002,4924800,4929901,4930201,4930202,7020400,7119701,7711000,7719599,7732201,7739099,8129000,8130300,8211300;RUA;11;SN;QUADRAG                   LOTE  37;QUINTAS DO DESCOBRIMENTO-SEDE;45810000;BA;3807;73;99331759;;;;;VHTRANSPORTELOCACOES77@GMAIL.COM;;
63323764;0001;38;1;JANIEL SERVICOS;02;20251022;00;;;2025-10-22;4120400;4330404;AVENIDA;LUIS VIANA FILHO;013223;      EDIF HANGAR               BUSINESS PARK             HANGAR 3 SALA 515;SAO CRISTOVAO;41500300;BA;3849;71;98650941;;;;;JANIELALMEIDA@HOTMAIL.COM;;
63371464;0001;24;1;;02;20251026;00;;;2025-10-26;4110700;4120400,6810201,6810203;RUA;MINAS GERAIS;42;;CENTRO;44330000;BA;3885;71;99692200;;;;;CESARLACERDASANTOS@HOTMAIL.COM;;
31749522;0021;68;2;RESIDENCIAL GOLF RIVIERA;02;20251027;00;;;2025-10-27;4110700;;AVENIDA;ALIOMAR BALEEIRO;1923;SUBCONDOMINIO RESIDENCIAL GOLF RIVIERA;JARDIM CAJAZEIRAS;41230455;BA;3849;;;;;;;;;
63409525;0001;03;1;HARBO EMPREENDIMENTOS;02;20251028;00;;;2025-10-28;4110700;4120400,6463800;AVENIDA;PROFESSOR MAGALHAES NETO;001752;EDIF  LENA EMPRESARIAL    SALA  104;PITUBA;41810012;BA;3849;71;87606909;;;;;ARMANDO@HARBOENGENHARIA.COM.BR;;
63414177;0001;54;1;;02;20251029;00;;;2025-10-29;4120400;4213800,4311802,4313400,4321500,4322301,4322302,4330401,4330402,4330403,4330404,4391600,4399103;RUA;TERESINA;S/N;COND  CIDADES DO SUL;SANTA RITA;44430408;BA;3873;75;83206453;;;;;LQCONTABILIDADESAJ@GMAIL.COM;;
63459730;0001;75;1;;02;20251031;00;;;2025-10-31;4110700;6810201,6810202,7112000;RUA;LUIS BASTOS RIBEIRO;S/N;;ALAGOINHAS VELHA;48007366;BA;3313;75;99626295;75;99908088;;;MALIEMPREENDIMENTOS@GMAIL.COM;;
63478707;0001;28;1;;02;20251010;00;;;2025-10-10;4110700;6810202;AVENIDA;LUIS VIANA FILHO;006462;EDIF  MANHATTAN SQUARE          WALL STREET EAST    SALA  0524;PARALELA;41730101;BA;3849;71;84393838;;;;;CONTATO@HAZZINC.COM.BR;;
63499905;0001;78;1;CS CONSTRUTORA;02;20251104;00;;;2025-11-04;4120400;2599302,3702900,4211101,4211102,4213800,4222701,4222702,4299501,4311801,4311802,4312600,4313400,4321500,4322301,4391600,4399101,7111100,7112000,7119701,7711000,7731400,7732201,8130300;RUA;AYMORE;740;;RENATO GONCALVES;47806096;BA;3363;77;98121960;;;;;MATHEUSHENRIQUEPATROL@GMAIL.COM;;
63525630;0001;08;1;RESIDENCIAL AZURE FRAGA MAIA;02;20251105;00;;;2025-11-05;4120400;4110700;AVENIDA;GETULIO VARGAS;3502;;PARQUE GETULIO VARGAS;44076828;BA;3515;75;35120700;;;;;SUPRIMENTOS@ESTACAO1CONSTRUTORA.COM.BR;;
27663953;0002;77;2;MEGATEO CONSTRUTORA;02;20251105;00;;;2025-11-05;4120400;0161002,0161003,3811400,3812200,4110700,4211101,4213800,4222701,4292801,4299599,4313400,4321500,4322301,4399101,4399104,4923001,4923002,4924800,7112000,7490103,7711000,7732201,7732202,7820500,7830200,8121400,8129000,8130300,8211300;SITIO;RODOVIA BR 101;SN;;BR 101;45460000;BA;3969;73;81521331;;;;;MEGATEOPC@GMAIL.COM;;
63559636;0001;98;1;VILA DO VAZ EMPREENDIMENTO IMOBILIARIO;02;20251106;00;;;2025-11-06;4110700;4120400;AVENIDA;LUIS VIANA FILHO;006462;      EDIF MANHATTAN            SQUARE WALL STREET        MALL LOJA 25;PATAMARES;41680400;BA;3849;71;96013100;;;;;CONTATO@BRLINCORP.COM.BR;;
55318277;0002;30;2;VILLA RESIDENCE;02;20251110;00;;;2025-11-10;4110700;;ALAMEDA;DA EUGENIA;534;AREA B;VILAS DO ARRAIAL - ARRAIAL DAJUDA;45816000;BA;3807;;;;;;;;;
63587289;0001;07;1;JSH;02;20251110;00;;105;2025-11-10;4110700;6810201,6810202,6822600;RUA;MELVIN JONES;273;EDIF  SERRANA             PAVMTOSALA 0;ARMAÇÃO;41750010;BA;3849;71;99496211;0000;00000000;;;SANDRA.ROCHA@HIPERIDEAL.COM.BR;;
17327150;0012;60;2;RESIDENCIAL FLORENCA;02;20251111;00;;;2025-11-11;4110700;;RUA;NOVO ORIENTE;105;;LUIS ANSELMO;40261012;BA;3849;;;;;;;;;
63609492;0001;37;1;ASCARI CONSTRUCOES;02;20251111;00;;;2025-11-11;4120400;;AVENIDA;ANTONIO CARLOS MAGALHAES;2671;      EDIF EDIFICIO BAHIA       CENTER;BROTAS;40280900;BA;3849;71;30404040;;;;;CONTATO@GMAIL.COM;;
63636530;0001;40;1;B2 CONSTRUCOES;02;20251112;00;;;2025-11-12;4120400;4213800,4222701,4313400,4391600,8111700,8121400,8130300;AVENIDA;VEREADORA ESTHER TRINDADE SERRA;35;;CENTRO;46100043;BA;3391;77;98390540;;;;;SABRINAMCU13@GMAIL.COM;;
63644340;0001;75;1;M9 CONSTRUCOES E SERVICOS;02;20251112;00;;;2025-11-12;4120400;3811400,3812200,4211101,4213800,4299501,4313400,4321500,4330403,4330405,4399199,7111100,7112000,7732201,8129000;RUA;SANTA RITA DO MANATIBA;157;      88;PAPAGAIO;44060005;BA;3515;75;92845166;;;;;MOABYALMEIDA@HOTMAIL.COM;;
63651120;0001;79;1;;02;20251113;00;;;2025-11-13;4110700;4120400,6810201;RUA;ARACAJU;000034;SLJ   SL;BARRA;40140360;BA;3849;71;99204926;;;;;PREMIERVITTA@GMAIL.COM;;
47976178;0002;17;2;DON RESIDENCIAL;02;20251118;00;;;2025-11-18;4110700;;AVENIDA;PRISCO VIANA;S/N;;SANTA CATARINA;46430000;BA;3533;;;;;;;;;
53589694;0002;91;2;CONDOMINIO RESERVA FIBONACCI;02;20251118;00;;;2025-11-18;4110700;;AVENIDA;FERNANDO PINTO DE QUEIROZ;S/N;;SIM;44085620;BA;3515;;;;;;;;;
63728879;0001;02;1;AC2 CONSTRUCOES E INCORPORACAO;02;20251118;00;;;2025-11-18;4110700;4120400,4744099,6810201,6810202,6810203,6821801;RUA;MARECHAL CASTELO BRANCO;1669 A;SALA  01;SANTA MONICA;44077100;BA;3515;75;92465346;;;;;ANDREZAR778@GMAIL.COM;;
42866450;0002;92;2;MAX INCORPORADORA;02;20251119;00;;;2025-11-19;4110700;4120400,6810201;AVENIDA;OCTAVIO MANGABEIRA;6929;EDIF  MULTISHOP           SALA  215;BOCA DO RIO;41706690;BA;3849;73;32884578;;;;;LEGALIZACAO@MAMEDCONTABILIDADE.COM.BR;;
63777862;0001;45;1;RODIN I SPE;02;20251124;00;;;2025-11-24;4120400;;RUA;CORONEL ALMERINDO REHEM;000126;      EDIF EMPRESARIAL          COSTA ANDRADE SALA        1001 10 ANDAR;CAMINHO DAS ARVORES;41820768;BA;3849;71;82586350;71;32736633;71;32736633;EDUARDO@SERTENGE.COM.BR;;
63833234;0001;30;1;JC CONSTRUCAO;02;20251126;00;;;2025-11-26;4120400;4313400,4321500,4322301,4330499,4930202,5212500,7112000,7119703,7711000,7732201;AVENIDA;JOSE BALBINO DE SOUZA;100;QUADRAS 07;CENTRO;48925000;BA;3045;74;88162018;;;;;EDIFICACOESJC@GMAIL.COM;;
63983932;0001;11;1;GAMAL ENGENHARIA E TECNOLOGIA;02;20251209;00;;;2025-12-09;4110700;4120400,6204000,7112000;AVENIDA;JURACY MAGALHAES;530;ANDAR 1                   SALA  103;RECREIO;45020248;BA;3965;77;32025562;;;;;ATENDIMENTO@OLIVEIRANOVAIS.COM.BT;;
63992058;0001;89;1;VILLA IMPERIAL SPE;02;20251209;00;;;2025-12-09;4110700;4120400,6810201;AVENIDA;NOSSA SENHORA DE FATIMA;SN;      LOTEAMENTO                JD DAS MARGARIDAS;CIDADE JARDIM;44330000;BA;3885;71;30391310;;;;;GABRIEL.CARMO@GDOIS.COM.BR;;
63992928;0001;10;1;PC EMPREENDIMENTOS IMOBILIARIOS;02;20251209;00;;;2025-12-09;4110700;4120400,4213800,4322302,4322303,4330404,4399101,6810201,6810202;RUA;LEONARDO DE PAULA;S/N;LOTE  13                  QUADRAJ                   SALA  4;OLHOS D AGUA - SEDE;45810000;BA;3807;73;99796086;;;;;PCCONSTRUTORA.PEDRO@GMAIL.COM;;
64015518;0001;81;1;PFPN3 CONSTRUCAO SCP;02;20251203;00;;;2025-12-03;4120400;;RUA;ITAETE;394;      LOTEAMENTO JARDIM         BELO HORIZONTE      QUADRA07                  LOTE  23                  SALA  101;PITANGUEIRAS;42701360;BA;3685;71;98889336;;;;;MARCELO.RIBEIRO@PAIVARIBEIRO.COM;;
64057054;0001;76;1;LAGOONS EMPREENDIMENTOS SPE;02;20251215;00;;;2025-12-15;4110700;4120400;FAZENDA;DIAS DAVILA MGR02;SN;      CENTRO DE                 TREINAMENTO EVARISTO      DE MACEDO;POLO INDUSTRIAL DE CAMACARI;42800970;BA;3413;71;30180297;;;;;FISCAL@QPC.COM.BR;;
64095179;0001;90;1;;02;20251216;00;;;2025-12-16;4110700;6810203;RUA;CHILE;241;QUADRA0012                LOTE  DIVER               LOTE  218 219 221 E 222;RECREIO IPITANGA;42700230;BA;3685;71;87841573;;;;;MARCONE@MSASOLUCOESCONTABEIS.COM.BR;;
64187430;0001;47;1;J DE SOUZA ROSA CONSTRUTORA;02;20251222;00;;;2025-12-22;4120400;4110700,4321500,4330404,6810201;RUA;PALMEIRA RAFIA;562;COND  JARDIM BOTANICO           RUA A;ANDAIA;44434376;BA;3873;75;99964474;;;;;JACSON_ROSA@HOTMAIL.COM;;
64207741;0001;20;1;MARFORTE CONSTRUTORA;02;20251223;00;;;2025-12-23;4120400;4213800,4222702,4299501,4311802,4313400,4321500,4330401,4330402,4330403,4330404,4330405,4330499,4391600,4399103,7731400,7732201,8121400,8130300;COMUNIDADE;POVOADO SANTA ROSA;61;;ZONA RURAL;48705000;BA;1110;75;92117567;;;;;MARLUCIOMAT15@HOTMAIL.COM;;
64448054;0001;05;1;CASA BRISAS SPE;02;20260112;00;;;2026-01-12;4120400;;AVENIDA;TANCREDO NEVES;SN;LOTE  4                   QUADRAD                         LOTEA BRISAS DO MAR;NOSSA SENHORA DA VITORIA;45655650;BA;3573;73;91841508;;;;;ENGENHARIA@TOOLSCONSTRUTORA.NET;;
64535006;0001;46;1;VR CONSTRUCAO;02;20260116;00;;;2026-01-16;4120400;4321500,4322301,4329103,7732201,7732202,7739099;AVENIDA;CANAA;279;;SANTO ANTONIO DOS PRAZERES;44072102;BA;3515;62;98168795;;;;;FRISNYA09@GMAIL.COM;;
55598705;0002;25;2;PITUBA FACILITY;02;20260120;00;;;2026-01-20;4110700;;RUA; CARMEN MIRANDA;215;E;AMARALINA;41810670;BA;3849;;;;;;;;;
64619219;0001;56;1;VCA LEM RESIDENCIAL III;02;20260115;00;;;2026-01-15;4110700;4120400,6810201,6810202,6810203,6822600;AVENIDA;OLIVIA FLORES;1265;SALA  131;CANDEIAS;45028610;BA;3965;77;30251201;;;;;CONTABILIDADE@VCACONSTRUTORA.COM.BR;;
64680573;0001;96;1;MC SERVICOS E REFORMAS;02;20260121;00;;;2026-01-21;4120400;0161002,1340501,1813099,4321500,4322301,4322302,4330402;LARGO;DA MADRAGOA;000092;EDIF  RIBEIRA SHOPPING    LOJA  27;RIBEIRA;40420180;BA;3849;71;99877755;71;;71;;TBSBISPO@GMAIL.COM;;
64776538;0001;75;1;BISET CONSTRUTORA;02;20260126;00;;;2026-01-26;4120400;;RUA;PEDRO JOSE DA SILVA;168;;ITAITU;44709100;BA;3651;74;99061516;;;;;GERENCIACONTABIL@OUTLOOK.COM;;
64811702;0001;38;1;ELEVA EMPREENDIMENTOS;02;20260128;00;;;2026-01-28;4120400;;RUA;MARIO SEIXAS;255;      DONA OLIVIA RESIDENCAPT   06                  BLOCO 38;CANDEIAS;45029054;BA;3965;77;99278305;;;;;WELENDIASCOSTA@GMAIL.COM;;
64868887;0001;17;1;CHJ SERVICOS;02;20260202;00;;;2026-02-02;4120400;8121400;RUA;MARECHAL DEODORO DA FONSECA;65-A;;CENTRO;48730000;BA;3467;75;32621397;;;;;JULIOCHJ16@HOTMAIL.COM;;
64878884;0001;64;1;JMA SERVICOS;02;20260202;00;;;2026-02-02;4120400;4330402,4330499,4930204,7810800;AVENIDA;ESTADOS UNIDOS;000004;EDIF  VISCONDE DE CAIRU   SALA  810 ROBERVAL;COMERCIO;40010905;BA;3849;71;84783126;;;;;CONTATO@CNSERVICOS.COM.BR;;
64941714;0001;87;1;;02;20260204;00;;;2026-02-04;4120400;7112000;AVENIDA;SANTOS DUMONT;3109;LOJA  03;RECREIO IPITANGA;42700170;BA;3685;71;92617621;;;;;ELLENGOMES_@HOTMAIL.COM;;
64946206;0001;91;1;;02;20260129;00;;;2026-01-29;4110700;;RUA;MARIA QUITERIA;134;SALA  102A;CENTRO;45820151;BA;3117;73;35125525;;;;;GP8EMPREENDIMENTOS@GMAIL.COM;;
64946731;0001;07;1;METRICA CONSTRUTORA;02;20260203;00;;;2026-02-03;4120400;4213800,4313400,7112000;AVENIDA;NOVO JUAZEIRO;23;;PARQUE CENTENARIO;48904543;BA;3669;87;91260416;;;;;MARCELO.ENG93@GMAIL.COM;;
64951458;0001;09;1;ACASAS INCORPORACAO E CONSTRUCOES;02;20260205;00;;;2026-02-05;4110700;4120400;RUA;WALDEMAR FALCAO;000979;EDIF  HORTO OFFICES       SALA  203;HORTO FLORESTAL;40295010;BA;3849;71;82188111;;;;;9ECOSOL@GMAIL.COM;;
64953626;0001;03;1;TEMPO EMPREENDIMENTOS;02;20260204;00;;;2026-02-04;4120400;2330301,3600601,4221903,4299501,4299599,4313400,4319300,4321500,4322302,4329104,4399199,6920601,7112000,7319099,7320300,7711000,8219999,8230001,9311500;RUA;CASTRO ALVES;14;;CENTRO;44430122;BA;3873;75;99942915;;;;;ANGELOPEDROSOUZA@GMAIL.COM;;
64960306;0001;72;1;RESIDENCIAL AURA LUMEN;02;20260205;00;;;2026-02-05;4110700;4120400;AVENIDA;SANTOS DUMONT;3109;LOJA  3;RECREIO IPITANGA;42700170;BA;3685;71;98111237;;;;;LEONARDOEIRELI.LTDA@GMAIL.COM;;
64964997;0001;82;1;;02;20260205;00;;;2026-02-05;4120400;4110700,4211101,4211102,4213800,4222701,4292802,4299599,4311801,4313400,4321500,4322301,4322302,4330499,4391600,4399199,6810201,6810202,7111100,7112000,7119701,7410202,7711000,7732201,8130300,9102302;RUA;ANTONIO FAGUNDES PEREIRA;473;      LOTEAMENTO MIRAGEM  QUADRAC                   LOTE  08                  GALPAO12;BURAQUINHO;42710620;BA;3685;71;33342881;;;;;PRIME@PRIMECONTABIL.COM;;
65049426;0001;85;1;LL EMPREENDIMENTOS;02;20260210;00;;;2026-02-10;4120400;4110700,4213800,4311802,4313400,4321500,4322301,4330401,4330402,4330403,4330404,4391600,4399103;RUA;FERREIRA SILVA;56;COND  JARDIM BOTANICO;ANDAIA;44434272;BA;3873;75;81948626;;;;;LL.EMPREENDIMENTOS8626@GMAIL.COM;;
55033226;0002;61;2;CONDOMINIO RESIDENCIAL EL DORADO;02;20260218;00;;;2026-02-18;4110700;;AVENIDA;DOS MARRECOS;SN;QD H, LTS 10,11,16 E 17;RIO DA VILLA;45810000;BA;3807;;;;;;;;;
65227067;0001;09;1;LAMI;02;20260220;00;;;2026-02-20;4110700;;AVENIDA;TANCREDO NEVES;002539;      EDIF CEO SALVADOR         SHOPPING TORRE            LONDRES SALA 2609;CAMINHO DAS ARVORES;41820021;BA;3849;71;99993783;;;;;CONTATO@CALBORENGENHARIA.COM.BR;;
57011755;0002;90;2;INOVAR CONSTRUCAO;02;20260220;00;;;2026-02-20;4120400;4299599,4313400,4319300,4329199,4330404,4330405,4391600,4399101,4399103,4399199,7112000;RUA;UCRANIA;189;;JARDINS;47803124;BA;3363;77;98118010;;;;;INOVARSERVICOECONSTRUCAO@GMAIL.COM;;
65358925;0001;54;1;H2 ENGENHARIA;02;20260224;00;;;2026-02-24;4120400;4211101,4213800,4399101,7112000;RUA;AYMORE;740;;RENATO GONCALVES;47806096;BA;3363;77;91319622;;;;;PAVAOMADUREIRA@GMAIL.COM;;
65372735;0001;91;1;MSR EMPREENDIMENTOS;02;20260224;00;;;2026-02-24;4110700;4120400,6810202,6822600;RUA;PARAGUACU;200;ANEXO A;AEROPORTO VELHO;46430000;BA;3533;77;99695960;;;;;MURILOGBI24@GMAIL.COM;;
65404407;0001;20;1;HOUSE PREMIUM CONSTRUTORA;02;20260228;00;;;2026-02-28;4120400;;RUA;MARGARIDA MARIA ALVES;555;COND  RESID. RIVERSIDE    BLOCO 06                  APT   04;FELICIA;45055610;BA;3965;77;99714986;;;;;VIANAVANUZIO@GMAIL.COM;;
65423321;0001;44;1;EDM CONSTRUTORA E SERVICOS EM GERAL;02;20260302;00;;;2026-03-02;4120400;4213800,4313400,4321500,4322301,4330499,8130300;RUA;ALMIRANTE TAMANDARE;113;;BIELA - SEDE;45800000;BA;3367;73;99075929;;;;;PRIMUSCONTABILIDADE@OUTLOOK.COM;;
58571081;0002;40;2;MAUNAKAI RESIDENCIAL;02;20260304;00;;;2026-03-04;4110700;;AVENIDA;TRANCREDO NEVES;SN;;NOSSA  SENHORA DAS VITORIAS;45655650;BA;3573;;;;;;;;;
65504640;0001;84;1;;02;20260304;00;;;2026-03-04;4110700;;RUA;MARECHAL CASTELO BRANCO;211;      A;CAPUCHINHOS;44076020;BA;3515;75;21012999;;;;;FINANCEIRO@FOCOEMPREEND.COM.BR;;
65555022;0001;63;1;;02;20260304;00;;;2026-03-04;4110700;4120400,6810201;RUA;GUARACAIMA;000017;      TODO IMOVEL 17;PIATA;41650320;BA;3849;71;30113439;;;;;PROCURADORIAPRECISAO@GMAIL.COM;;
